Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
1/6/2013,Sylvester  Morales (621),       Nestle Smarties Pop-Up,100%,298.00000000,298,Mumbai_West
1/7/2013,Kyle  Carr (913),       Nestle Rowntree Fruit Pastil,200%,292.00000000,584,Delhi_North
1/7/2013,Salvador  Bass (158),    Nestle Kit Kat Cone,100%,491.00000000,491,Goa_West
1/7/2013,Trevor  Jones (685),      Nestle Rowntree Fruit Pastil,200%,401.00000000,802,Pune_West
1/7/2013,Brooke  Horton (169),     Nestle Rolo Potz,200%,255.00000000,510,Nainital_North
1/7/2013,Marian  Hill (426),       Nestle Milky Bar Stick,100%,231.00000000,231,Trivandrum_South
1/7/2013,Tracy  Reed (327),    Nestle Maxibon Cookie,300%,356.00000000,1068,Agra_North
1/7/2013,Trevor  Jones (750), Nestle Toffee Crumble,100%,228.00000000,228,Pune_West
1/8/2013,Arturo  Francis (947),        Nestle Smarties Pop-Up,300%,383.00000000,1149,Ranchi_East
1/8/2013,Bobbie  Ryan (296),    Nestle Smarties Pop-Up,200%,433.00000000,866,Darjeeling_East
1/8/2013,Isabel  Cross (449),   Nestle Aero Mint Potz,300%,290.00000000,870,Ranchi_East
1/8/2013,Rachel  Gomez (338),       Nestle Fab,2100%,207.00000000,4347,Delhi_North
1/9/2013,Willie  Vega (917),       Nestle Rowntree Fruit Pastil,300%,346.00000000,1038,Delhi_North
1/9/2013,Shari  Silva (841),        Nestle Aero Mint Potz,200%,327.00000000,654,Mysore_South
1/9/2013,Max  Rodgers (511),       Nestle Aero Mint Potz,300%,336.00000000,1008,Nagpur_West
1/9/2013,Lance  Yates (660),       Nestle Maxibon Cookie,200%,118.00000000,236,Srinagar_North
1/10/2013,Jenny  Garcia (706),       Nestle Toffee Crumble,100%,492.00000000,492,Shimla_North
1/10/2013,Peter  Hodges (343),       Nestle Toffee Crumble,200%,218.00000000,436,Shimla_North
1/10/2013,Drew  Rogers (532),  Nestle Nobbly Bobbly,300%,188.00000000,564,Delhi_North
1/10/2013,Marian  Hill (985),    Nestle Smarties Pop-Up,100%,361.00000000,361,Trivandrum_South
1/11/2013,Ruben  Nunez (935),       Nestle Fab,100%,494.00000000,494,Ahmedabad_West
1/11/2013,Mable  Lindsey (147),     Nestle Nobbly Bobbly,1900%,342.00000000,6498,Ahmedabad_West
1/11/2013,Christina  Fuller (677), Nestle Maxibon Cookie,200%,162.00000000,324,Nagpur_West
1/11/2013,Bernadette  Page (177),        Nestle Fab,100%,316.00000000,316,Delhi_North
1/11/2013,Lee  Mack (220),   Nestle Aero Mint Potz,200%,401.00000000,802,Delhi_North
1/11/2013,Marion  Glover (940),       Nestle Toffee Crumble,200%,443.00000000,886,Durgapur_East
1/11/2013,Cassandra  Franklin (839),   Nestle Nobbly Bobbly,200%,342.00000000,684,Delhi_North
1/11/2013,Eric  Rose (401),      Nestle Nobbly Bobbly,300%,498.00000000,1494,Mumbai_West
1/11/2013,Christy  Olson (900),    Nestle Toffee Crumble,100%,100.00000000,100,Surat_West
1/12/2013,Cecilia  Manning (279),    Nestle Rolo Potz,200%,178.00000000,356,Trivandrum_South
1/12/2013,Cecilia  Manning (305),        Nestle Milky Bar Stick,100%,352.00000000,352,Trivandrum_South
1/12/2013,Jaime  Pearson (935),        Nestle Kit Kat Cone,100%,279.00000000,279,Jodhpur_North
1/12/2013,Johanna  Boone (836),    Nestle Rowntree Fruit Pastil,300%,300.00000000,900,Mysore_South
1/12/2013,Dan  Peterson (763),   Nestle Rowntree Screamers,100%,320.00000000,320,Shimla_North
1/12/2013,Christy  Olson (654), Nestle Smarties Pop-Up,200%,350.00000000,700,Surat_West
1/13/2013,Lula  Daniels (782),  Nestle Fab,200%,231.00000000,462,Nainital_North
1/13/2013,Rachel  Gomez (854),  Nestle Rowntree Fruit Pastil,400%,477.00000000,1908,Delhi_North
1/13/2013,Edwin  Malone (346),       Nestle Aero Mint Potz,300%,432.00000000,1296,Kolkata_East
1/13/2013,Dan  Peterson (329),    Nestle Maxibon Cookie,200%,149.00000000,298,Shimla_North
1/14/2013,Cassandra  Franklin (577), Nestle Fab,400%,403.00000000,1612,Delhi_North
1/14/2013,Shari  Silva (368),        Nestle Kit Kat Cone,200%,489.00000000,978,Mysore_South
1/14/2013,Brooke  Horton (215),     Nestle Fab,1500%,370.00000000,5550,Nainital_North
1/14/2013,Ben  Perez (428), Nestle Fab,200%,191.00000000,382,Goa_West
1/14/2013,Willie  Vega (198),       Nestle Milky Bar Stick,100%,411.00000000,411,Delhi_North
1/15/2013,Bernadette  Page (618), Nestle Smarties Pop-Up,200%,296.00000000,592,Delhi_North
1/15/2013,Drew  Rogers (583),   Nestle Maxibon Cookie,300%,203.00000000,609,Delhi_North
1/15/2013,Shari  Silva (970), Nestle Smarties Pop-Up,100%,151.00000000,151,Mysore_South
1/15/2013,Elvira  Bowman (698), Nestle Rowntree Fruit Pastil,300%,262.00000000,786,Srinagar_North
1/15/2013,Drew  Rogers (865),   Nestle Kit Kat Cone,100%,201.00000000,201,Delhi_North
1/15/2013,Rachel  Gomez (463), Nestle Fab,200%,474.00000000,948,Delhi_North
1/16/2013,Drew  Rogers (810),   Nestle Rowntree Fruit Pastil,200%,406.00000000,812,Delhi_North
1/16/2013,Guillermo  Potter (673),      Nestle Rolo Potz,200%,236.00000000,472,Nainital_North
1/16/2013,Lula  Daniels (707), Nestle Milky Bar Stick,300%,482.00000000,1446,Nainital_North
1/16/2013,Marion  Glover (440),  Nestle Smarties Pop-Up,200%,210.00000000,420,Durgapur_East
1/17/2013,Trevor  Jones (626),      Nestle Maxibon Cookie,200%,178.00000000,356,Pune_West
1/17/2013,Max  Rodgers (562),        Nestle Rowntree Fruit Pastil,300%,180.00000000,540,Nagpur_West
1/17/2013,Pauline  Beck (928),      Nestle Aero Mint Potz,200%,224.00000000,448,Pune_West
1/17/2013,Marion  Glover (587),    Nestle Nobbly Bobbly,100%,203.00000000,203,Durgapur_East
1/17/2013,Ernest  Davis (876),        Nestle Aero Mint Potz,100%,261.00000000,261,Mumbai_West
1/17/2013,Johanna  Boone (935),       Nestle Milky Bar Stick,100%,415.00000000,415,Mysore_South
1/17/2013,Salvador  Bass (519),        Nestle Smarties Pop-Up,200%,441.00000000,882,Goa_West
1/17/2013,Herman  Williams (812),     Nestle Rowntree Screamers,300%,380.00000000,1140,Darjeeling_East
1/18/2013,Shari  Silva (242),      Nestle Kit Kat Cone,300%,176.00000000,528,Mysore_South
1/18/2013,Robert  Munoz (509),     Nestle Maxibon Cookie,200%,414.00000000,828,Delhi_North
1/18/2013,Ellen  Weaver (178),   Nestle Fab,300%,395.00000000,1185,Hyderabad_South
1/18/2013,Bobbie  Ryan (269),       Nestle Smarties Pop-Up,300%,496.00000000,1488,Darjeeling_East
1/19/2013,Lance  Yates (685),  Nestle Toffee Crumble,300%,337.00000000,1011,Srinagar_North
1/19/2013,Mable  Lindsey (150),       Nestle Milky Bar Stick,300%,398.00000000,1194,Ahmedabad_West
1/20/2013,Ivan  Adkins (115),       Nestle Aero Mint Potz,100%,485.00000000,485,Mumbai_West
1/20/2013,Christina  Fuller (849),    Nestle Rowntree Fruit Pastil,300%,285.00000000,855,Nagpur_West
1/20/2013,Robert  Munoz (437),      Nestle Toffee Crumble,2100%,418.00000000,8778,Delhi_North
1/20/2013,Johanna  Boone (437),      Nestle Smarties Pop-Up,200%,130.00000000,260,Mysore_South
1/20/2013,Cassandra  Franklin (957),       Nestle Smarties Pop-Up,300%,188.00000000,564,Delhi_North
1/20/2013,Cecilia  Manning (243),     Nestle Kit Kat Cone,1200%,157.00000000,1884,Trivandrum_South
1/21/2013,Jenny  Garcia (588), Nestle Smarties Pop-Up,300%,262.00000000,786,Shimla_North
1/21/2013,Jaime  Pearson (287),        Nestle Milky Bar Stick,200%,326.00000000,652,Jodhpur_North
1/21/2013,Rachel  Gomez (790), Nestle Milky Bar Stick,200%,323.00000000,646,Delhi_North
1/21/2013,Ellen  Weaver (247),  Nestle Smarties Pop-Up,300%,191.00000000,573,Hyderabad_South
1/21/2013,Shari  Silva (223),  Nestle Aero Mint Potz,100%,265.00000000,265,Mysore_South
1/21/2013,Eric  Rose (199), Nestle Aero Mint Potz,300%,414.00000000,1242,Mumbai_West
1/21/2013,Lula  Daniels (405),    Nestle Milky Bar Stick,200%,252.00000000,504,Nainital_North
1/21/2013,Salvador  Bass (131),    Nestle Maxibon Cookie,100%,243.00000000,243,Goa_West
1/22/2013,Elvira  Bowman (447),       Nestle Aero Mint Potz,2200%,491.00000000,10802,Srinagar_North
1/22/2013,Mable  Lindsey (715),      Nestle Maxibon Cookie,200%,150.00000000,300,Ahmedabad_West
1/22/2013,Andrew  Meyer (962),        Nestle Fab,100%,264.00000000,264,Mumbai_West
1/22/2013,Lynette  Brewer (527),     Nestle Toffee Crumble,1900%,136.00000000,2584,Varanasi_North
1/22/2013,Johanna  Boone (617), Nestle Rowntree Fruit Pastil,100%,254.00000000,254,Mysore_South
1/22/2013,Edwin  Malone (132),   Nestle Smarties Pop-Up,200%,136.00000000,272,Kolkata_East
1/23/2013,Della  Jensen (741),      Nestle Rowntree Fruit Pastil,200%,450.00000000,900,Patna_East
1/23/2013,Blake  Bridges (846),   Nestle Maxibon Cookie,200%,439.00000000,878,Cochin_South
1/23/2013,Mable  Lindsey (612), Nestle Kit Kat Cone,2300%,140.00000000,3220,Ahmedabad_West
1/23/2013,Ernest  Davis (754),   Nestle Aero Mint Potz,300%,259.00000000,777,Mumbai_West
1/23/2013,Della  Jensen (890),   Nestle Toffee Crumble,200%,324.00000000,648,Patna_East
1/24/2013,Robert  Munoz (429), Nestle Toffee Crumble,200%,374.00000000,748,Delhi_North
1/24/2013,Cecilia  Manning (459),   Nestle Rolo Potz,1100%,433.00000000,4763,Trivandrum_South
1/24/2013,Salvador  Bass (575),     Nestle Aero Mint Potz,300%,377.00000000,1131,Goa_West
1/25/2013,Cassandra  Franklin (730),      Nestle Rowntree Fruit Pastil,200%,308.00000000,616,Delhi_North
1/25/2013,Lee  Mack (892),      Nestle Fab,100%,199.00000000,199,Delhi_North
1/25/2013,Rachel  Gomez (484),        Nestle Milky Bar Stick,300%,464.00000000,1392,Delhi_North
1/25/2013,Shari  Silva (192), Nestle Maxibon Cookie,200%,319.00000000,638,Mysore_South
1/26/2013,Shari  Silva (754), Nestle Rowntree Fruit Pastil,200%,465.00000000,930,Mysore_South
1/26/2013,Robert  Munoz (343),      Nestle Milky Bar Stick,200%,182.00000000,364,Delhi_North
1/26/2013,Ernest  Davis (411),        Nestle Milky Bar Stick,100%,401.00000000,401,Mumbai_West
1/26/2013,Lee  Mack (618),   Nestle Smarties Pop-Up,700%,293.00000000,2051,Delhi_North
1/26/2013,Rachel  Gomez (879),  Nestle Kit Kat Cone,100%,147.00000000,147,Delhi_North
1/26/2013,Andrew  Meyer (895),     Nestle Fab,2000%,136.00000000,2720,Mumbai_West
1/27/2013,Isabel  Cross (418),       Nestle Smarties Pop-Up,2000%,348.00000000,6960,Ranchi_East
1/27/2013,Cindy  Becker (558),       Nestle Fab,200%,244.00000000,488,Bangalore_South
1/27/2013,Felicia  Jennings (100),   Nestle Milky Bar Stick,100%,253.00000000,253,Pune_West
1/27/2013,Della  Jensen (924),    Nestle Aero Mint Potz,100%,155.00000000,155,Patna_East
1/28/2013,Bernadette  Page (988),       Nestle Aero Mint Potz,200%,100.00000000,200,Delhi_North
1/28/2013,Rachel  Gomez (330),        Nestle Milky Bar Stick,100%,319.00000000,319,Delhi_North
1/28/2013,Cecilia  Manning (617), Nestle Aero Mint Potz,300%,284.00000000,852,Trivandrum_South
1/29/2013,Lee  Mack (252),    Nestle Rowntree Fruit Pastil,100%,167.00000000,167,Delhi_North
1/29/2013,Robert  Munoz (653), Nestle Rowntree Fruit Pastil,200%,370.00000000,740,Delhi_North
1/29/2013,Lee  Mack (989),     Nestle Rowntree Fruit Pastil,2200%,365.00000000,8030,Delhi_North
1/30/2013,Carla  Mccormick (155),    Nestle Smarties Pop-Up,300%,222.00000000,666,Varanasi_North
1/30/2013,Iris  Underwood (424),   Nestle Milky Bar Stick,100%,200.00000000,200,Pune_West
1/30/2013,Brooke  Horton (682),        Nestle Smarties Pop-Up,300%,429.00000000,1287,Nainital_North
1/31/2013,Edwin  Malone (384),        Nestle Smarties Pop-Up,300%,129.00000000,387,Kolkata_East
1/31/2013,Johanna  Boone (233),      Nestle Rowntree Fruit Pastil,200%,355.00000000,710,Mysore_South
1/31/2013,Cassandra  Franklin (483), Nestle Milky Bar Stick,200%,168.00000000,336,Delhi_North
1/31/2013,Guillermo  Potter (641), Nestle Milky Bar Stick,200%,210.00000000,420,Nainital_North
1/31/2013,Edwin  Malone (317),  Nestle Fab,100%,138.00000000,138,Kolkata_East
1/31/2013,Joey  Wong (617),       Nestle Smarties Pop-Up,300%,493.00000000,1479,Goa_West
2/1/2013,Rachel  Gomez (225),      Nestle Rowntree Fruit Pastil,100%,160.00000000,160,Delhi_North
2/1/2013,Joey  Wong (778),    Nestle Maxibon Cookie,200%,151.00000000,302,Goa_West
2/1/2013,Trevor  Jones (798),     Nestle Aero Mint Potz,300%,383.00000000,1149,Pune_West
2/1/2013,Andrew  Meyer (427),        Nestle Rowntree Screamers,300%,187.00000000,561,Mumbai_West
2/1/2013,Drew  Rogers (475),   Nestle Smarties Pop-Up,100%,111.00000000,111,Delhi_North
2/1/2013,Max  Rodgers (671),       Nestle Rowntree Fruit Pastil,100%,114.00000000,114,Nagpur_West
2/1/2013,Mable  Lindsey (104),       Nestle Milky Bar Stick,200%,208.00000000,416,Ahmedabad_West
2/2/2013,Colleen  Warren (523), Nestle Smarties Pop-Up,100%,288.00000000,288,Ahmedabad_West
2/2/2013,Cassandra  Franklin (731),      Nestle Milky Bar Stick,300%,282.00000000,846,Delhi_North
2/3/2013,Pauline  Beck (975),      Nestle Rowntree Fruit Pastil,100%,372.00000000,372,Pune_West
2/3/2013,Joey  Wong (373),        Nestle Kit Kat Cone,200%,119.00000000,238,Goa_West
2/3/2013,Trevor  Jones (415),     Nestle Toffee Crumble,100%,114.00000000,114,Pune_West
2/3/2013,Cindy  Becker (175),       Nestle Fab,100%,367.00000000,367,Bangalore_South
2/4/2013,Trevor  Jones (276),      Nestle Aero Mint Potz,300%,247.00000000,741,Pune_West
2/4/2013,Robert  Munoz (276),  Nestle Rolo Potz,200%,365.00000000,730,Delhi_North
2/4/2013,Max  Rodgers (949),  Nestle Rowntree Screamers,100%,410.00000000,410,Nagpur_West
2/5/2013,Bobbie  Ryan (469), Nestle Aero Mint Potz,300%,163.00000000,489,Darjeeling_East
2/5/2013,Beth  Tucker (814),  Nestle Kit Kat Cone,200%,164.00000000,328,Pune_West
2/5/2013,Robert  Munoz (605),   Nestle Nobbly Bobbly,200%,278.00000000,556,Delhi_North
2/6/2013,Elvira  Bowman (576),  Nestle Smarties Pop-Up,300%,396.00000000,1188,Srinagar_North
2/6/2013,Brooke  Horton (207),     Nestle Toffee Crumble,200%,296.00000000,592,Nainital_North
2/6/2013,Salvador  Bass (628), Nestle Smarties Pop-Up,100%,233.00000000,233,Goa_West
2/6/2013,Patty  Thompson (638), Nestle Rolo Potz,300%,189.00000000,567,Mumbai_West
2/6/2013,Felicia  Jennings (550),       Nestle Rolo Potz,100%,118.00000000,118,Pune_West
2/6/2013,Edwin  Malone (713),      Nestle Kit Kat Cone,100%,426.00000000,426,Kolkata_East
2/6/2013,Iris  Underwood (571),      Nestle Kit Kat Cone,300%,435.00000000,1305,Pune_West
2/6/2013,Salvador  Bass (209),  Nestle Fab,100%,464.00000000,464,Goa_West
2/7/2013,Jaime  Pearson (310), Nestle Milky Bar Stick,100%,337.00000000,337,Jodhpur_North
2/7/2013,Arturo  Francis (811),       Nestle Smarties Pop-Up,100%,472.00000000,472,Ranchi_East
2/7/2013,Shari  Silva (344),        Nestle Fab,300%,185.00000000,555,Mysore_South
2/7/2013,Herman  Williams (636), Nestle Toffee Crumble,100%,416.00000000,416,Darjeeling_East
2/8/2013,Trevor  Jones (365),       Nestle Smarties Pop-Up,100%,396.00000000,396,Pune_West
2/8/2013,Eric  Rose (905), Nestle Fab,200%,248.00000000,496,Mumbai_West
2/8/2013,Lula  Daniels (319),  Nestle Toffee Crumble,1200%,217.00000000,2604,Nainital_North
2/8/2013,Fernando  Rowe (298),      Nestle Rowntree Fruit Pastil,100%,317.00000000,317,Ahmedabad_West
2/8/2013,Lorraine  Gibson (928),     Nestle Toffee Crumble,300%,362.00000000,1086,Kolkata_East
2/8/2013,Donna  Reid (257),      Nestle Fab,200%,137.00000000,274,Goa_West
2/8/2013,Rachel  Gomez (630),    Nestle Rowntree Fruit Pastil,400%,294.00000000,1176,Delhi_North
2/9/2013,Jaime  Pearson (170),     Nestle Rowntree Screamers,200%,146.00000000,292,Jodhpur_North
2/9/2013,Donna  Reid (655), Nestle Rolo Potz,1300%,463.00000000,6019,Goa_West
2/9/2013,Lynette  Brewer (145),  Nestle Rowntree Fruit Pastil,200%,464.00000000,928,Varanasi_North
2/9/2013,Colleen  Warren (600),    Nestle Milky Bar Stick,200%,394.00000000,788,Ahmedabad_West
2/9/2013,Robert  Munoz (683),   Nestle Smarties Pop-Up,100%,136.00000000,136,Delhi_North
2/9/2013,Iris  Underwood (655),  Nestle Rowntree Fruit Pastil,300%,361.00000000,1083,Pune_West
2/10/2013,Kyle  Carr (728),    Nestle Nobbly Bobbly,300%,217.00000000,651,Delhi_North
2/10/2013,Robert  Munoz (963),     Nestle Rowntree Screamers,200%,286.00000000,572,Delhi_North
2/11/2013,Arturo  Francis (776),    Nestle Rolo Potz,300%,132.00000000,396,Ranchi_East
2/11/2013,Mable  Lindsey (295),        Nestle Aero Mint Potz,200%,331.00000000,662,Ahmedabad_West
2/11/2013,Johanna  Boone (406),    Nestle Aero Mint Potz,400%,294.00000000,1176,Mysore_South
2/11/2013,Lula  Daniels (381),       Nestle Toffee Crumble,1800%,163.00000000,2934,Nainital_North
2/11/2013,Tracy  Reed (421),      Nestle Maxibon Cookie,300%,487.00000000,1461,Agra_North
2/11/2013,Eddie  Green (273),   Nestle Smarties Pop-Up,300%,144.00000000,432,Durgapur_East
2/11/2013,Herman  Williams (884),        Nestle Toffee Crumble,100%,269.00000000,269,Darjeeling_East
2/11/2013,Guillermo  Potter (498), Nestle Rolo Potz,300%,166.00000000,498,Nainital_North
2/11/2013,Ernest  Davis (606),     Nestle Fab,400%,469.00000000,1876,Mumbai_West
2/12/2013,Trevor  Jones (131),     Nestle Rowntree Screamers,100%,122.00000000,122,Pune_West
2/12/2013,Brooke  Horton (903),        Nestle Smarties Pop-Up,400%,140.00000000,560,Nainital_North
2/12/2013,Herman  Williams (949),       Nestle Nobbly Bobbly,100%,133.00000000,133,Darjeeling_East
2/13/2013,Eddie  Green (601),    Nestle Fab,100%,308.00000000,308,Durgapur_East
2/13/2013,Salvador  Bass (844),    Nestle Aero Mint Potz,300%,186.00000000,558,Goa_West
2/13/2013,Iris  Underwood (768),  Nestle Fab,300%,248.00000000,744,Pune_West
2/14/2013,Donna  Reid (114),        Nestle Toffee Crumble,300%,386.00000000,1158,Goa_West
2/14/2013,Rachel  Gomez (195),   Nestle Rowntree Screamers,100%,269.00000000,269,Delhi_North
2/14/2013,Bobbie  Ryan (565),   Nestle Aero Mint Potz,100%,470.00000000,470,Darjeeling_East
2/14/2013,Eddie  Green (270),       Nestle Milky Bar Stick,400%,261.00000000,1044,Durgapur_East
2/14/2013,Shari  Silva (775),       Nestle Milky Bar Stick,300%,197.00000000,591,Mysore_South
2/15/2013,Lynette  Brewer (422),  Nestle Nobbly Bobbly,200%,433.00000000,866,Varanasi_North
2/15/2013,Pauline  Beck (896), Nestle Rowntree Fruit Pastil,300%,437.00000000,1311,Pune_West
2/15/2013,Charlie  Wood (403),     Nestle Fab,200%,331.00000000,662,Agra_North
2/15/2013,Bethany  Pena (199),      Nestle Maxibon Cookie,200%,221.00000000,442,Nagpur_West
2/15/2013,Shari  Silva (651),    Nestle Rolo Potz,200%,362.00000000,724,Mysore_South
2/16/2013,Ernest  Davis (229),   Nestle Smarties Pop-Up,200%,364.00000000,728,Mumbai_West
2/16/2013,Lance  Yates (566),       Nestle Maxibon Cookie,300%,391.00000000,1173,Srinagar_North
2/16/2013,Jenny  Garcia (501),   Nestle Kit Kat Cone,300%,210.00000000,630,Shimla_North
2/17/2013,Pauline  Beck (364),   Nestle Aero Mint Potz,1800%,205.00000000,3690,Pune_West
2/17/2013,Ellen  Weaver (811),        Nestle Fab,200%,365.00000000,730,Hyderabad_South
2/17/2013,Austin  Reynolds (597),     Nestle Aero Mint Potz,300%,344.00000000,1032,Kolkata_East
2/17/2013,Willie  Vega (465),      Nestle Maxibon Cookie,300%,145.00000000,435,Delhi_North
2/17/2013,Salvador  Bass (200),     Nestle Aero Mint Potz,300%,109.00000000,327,Goa_West
2/17/2013,Rachel  Gomez (258),  Nestle Milky Bar Stick,1300%,293.00000000,3809,Delhi_North
2/18/2013,Drew  Rogers (863),       Nestle Nobbly Bobbly,400%,467.00000000,1868,Delhi_North
2/18/2013,Guillermo  Potter (215),      Nestle Aero Mint Potz,400%,296.00000000,1184,Nainital_North
2/19/2013,Cassandra  Franklin (515), Nestle Toffee Crumble,400%,390.00000000,1560,Delhi_North
2/19/2013,Cindy  Becker (488),       Nestle Milky Bar Stick,1700%,410.00000000,6970,Bangalore_South
2/20/2013,Max  Rodgers (837),    Nestle Fab,200%,213.00000000,426,Nagpur_West
2/20/2013,Shari  Silva (260),      Nestle Rowntree Fruit Pastil,300%,101.00000000,303,Mysore_South
2/20/2013,Robert  Munoz (135),     Nestle Aero Mint Potz,300%,101.00000000,303,Delhi_North
2/21/2013,Cassandra  Franklin (365),       Nestle Rolo Potz,100%,291.00000000,291,Delhi_North
2/21/2013,Salvador  Bass (988),   Nestle Smarties Pop-Up,200%,347.00000000,694,Goa_West
2/21/2013,Johanna  Boone (515),    Nestle Maxibon Cookie,300%,485.00000000,1455,Mysore_South
2/21/2013,Eddie  Green (797),    Nestle Milky Bar Stick,100%,338.00000000,338,Durgapur_East
2/21/2013,Woodrow  Colon (949),        Nestle Nobbly Bobbly,300%,141.00000000,423,Cochin_South
2/22/2013,Iris  Underwood (815),        Nestle Kit Kat Cone,1600%,474.00000000,7584,Pune_West
2/22/2013,Isabel  Cross (795),  Nestle Rolo Potz,300%,409.00000000,1227,Ranchi_East
2/22/2013,Max  Rodgers (660),      Nestle Kit Kat Cone,100%,453.00000000,453,Nagpur_West
2/22/2013,Charlie  Wood (680),    Nestle Kit Kat Cone,1300%,354.00000000,4602,Agra_North
2/23/2013,Tiffany  May (889),      Nestle Rowntree Screamers,300%,253.00000000,759,Agra_North
2/23/2013,Marian  Hill (805),   Nestle Milky Bar Stick,100%,301.00000000,301,Trivandrum_South
2/23/2013,Isabel  Cross (183),        Nestle Aero Mint Potz,300%,409.00000000,1227,Ranchi_East
2/23/2013,Salvador  Bass (982),     Nestle Nobbly Bobbly,300%,447.00000000,1341,Goa_West
2/23/2013,Lula  Daniels (905),   Nestle Fab,400%,142.00000000,568,Nainital_North
2/24/2013,Brooke  Horton (795),    Nestle Rowntree Fruit Pastil,100%,280.00000000,280,Nainital_North
2/24/2013,Salvador  Bass (421),     Nestle Rowntree Fruit Pastil,100%,247.00000000,247,Goa_West
2/24/2013,Felicia  Jennings (355),       Nestle Aero Mint Potz,300%,284.00000000,852,Pune_West
2/24/2013,Elbert  Klein (726),  Nestle Milky Bar Stick,200%,401.00000000,802,Cochin_South
2/24/2013,Cecilia  Manning (636),    Nestle Toffee Crumble,300%,365.00000000,1095,Trivandrum_South
2/24/2013,Bobbie  Ryan (814),       Nestle Rolo Potz,200%,222.00000000,444,Darjeeling_East
2/25/2013,Elvira  Bowman (478),      Nestle Rowntree Fruit Pastil,300%,440.00000000,1320,Srinagar_North
2/26/2013,Edwin  Malone (820),   Nestle Maxibon Cookie,2000%,325.00000000,6500,Kolkata_East
2/26/2013,Jaime  Pearson (762),        Nestle Kit Kat Cone,100%,336.00000000,336,Jodhpur_North
2/26/2013,Shari  Silva (398),     Nestle Nobbly Bobbly,200%,236.00000000,472,Mysore_South
2/26/2013,Robert  Munoz (753),       Nestle Fab,200%,177.00000000,354,Delhi_North
2/26/2013,Johanna  Boone (234),       Nestle Smarties Pop-Up,300%,401.00000000,1203,Mysore_South
2/26/2013,Drew  Rogers (985),       Nestle Rowntree Screamers,200%,204.00000000,408,Delhi_North
2/26/2013,Tiffany  May (758), Nestle Smarties Pop-Up,100%,413.00000000,413,Agra_North
2/27/2013,Willie  Vega (915),        Nestle Fab,100%,106.00000000,106,Delhi_North
2/27/2013,Robert  Munoz (514),  Nestle Rowntree Fruit Pastil,200%,121.00000000,242,Delhi_North
2/27/2013,Isabel  Cross (713),        Nestle Fab,200%,475.00000000,950,Ranchi_East
2/27/2013,Tiffany  May (862),   Nestle Rowntree Screamers,300%,438.00000000,1314,Agra_North
